,Text,Biased
1023,katieteresi briteresi go to israel maybe or portugal,0
1024,"earlier tonight rockets were fired from gaza into israel 

in response our air force just struck hamas terror targets in gaza including a military compound used to store rocket ammunition

we will continue to operate against any attempts to harm israeli civilians",0
1025,"breaking israel is now introducing quarantine for all people entering the country

the quarantine is for 14 days and even israeli citizens must be quarantined when entering the country

why didnt we do this a month ago",0
1026,israel has been bombing gaza for 8 consecutive nights the silence from the media and  international community is shameful gazaunderattack,0
1027,breaking trump announces historic peace agreement between israel uae more soon on httpstco9o3ihggvjd httpstcopm0k3lox4x,0
1028,rt amichaistein1 breaking bahrain will normalize ties with israel bahrain crown prince will be in dc monday officials confirm to me,0
1029,meghanmccain it was more idealistic before imperialism created israel ironically we need to oppose israels invasion of palestine and hope that they can resolve their own conflict there is no incentive for israel to treat palestine fairly as long as the us backs israel unconditionally,0
1030,"ricardohausman deanna4congress ricardo hausmann  grima wormtongue 
israel says soros continuously undermines israel�s democratically elected governments and defames the jewish state and seeks to deny it the right to defend itself�",0
1031,"israel bombed gaza last night for the 14th day in a row in the middle of a global pandemic

still no coverage from rte bbc and the world media

they don�t want to show the world what�s going on so you have to please retweet

gazaunderattack palestinianlivesmatter httpstcoklhvafnsq9",0
1032,"breaking

president trump is nominated for the nobel peace prize following the peace deal he brokered between israel and the uae

rt if he deserves the peace prize more than obama ever did",0
1033,"prime minister imran khan has categorically said that pakistan could not recognise israel as a state unless it gave freedom to palestine

pakforeignpolicyforpeace 
team4pakistan",1
1034,live update 18 new immigrants from north america arrive in israel amid pandemic httpstcoh04mspppp6,0
1035,"as palestinians mobilize to fight covid19 israel continues to steal land to build illegal settlements in the occupied palestinian territory 

bds campaigns that hold israel to account for violating palestinian rights are more vital than ever spreadsolidarity httpstcoo40ncbea9s",0
1036,"god bless the united states of america 

we pray for you here in israel httpstco6xm96xgsn3",0
1037,i�m so sick of trisha paytas this is beyond disgusting wearing an idf shirt and hat for a jewish holiday is so wrong and gross in so many different ways free palestine and don�t let people conflate judaism with being pro israel httpstcojgrd8qb245,0
1038,indias defence policy has gained global acceptance the whole world agrees that after usa amp israel if there is any other country that is able to protect its borders it is india home minister amit shah httpstco5kbchd7ro9,0
1039,the west bank and the gaza strip are abysmally different from the us or italy there is a stark difference in their ability to face the coronavirus the palestinians are oppressed by the israel occupation savegazafromcorona endgazasiege act4palestine,0
1040,john kerry lecturing us about foreign policy on the day sudan announced it is making peace with israel  trumps foreign policy has been a triumph and saved the middle east from obamabidens horrific iran deal dnc,0
1041,this is crazy someone please help me find israel rodriguez and the elderly women in this video would love to help them get back on their feet ,0
1042,rt arthurpark60 very simple but powerful tract design to evangelize covenant people of israel 136mm x 96mm httpstcow2ryapiwsm,0
1043,"rt billstill 2989 israel pharma donates 10 m doses of hcq to us 2989
 march 21 2020 
by bill still
httpstcodwfbmu0nkc",0
1044,ultraorthodox enclave in israel opens to outsiders to fight a virus httpstcoihzqtxtz4d,0
1045,trump has a �peace plan� but his mideast policies may be bad news for israel httpstcoehld3podac via thedailybeast,0
1046,he went rogue and left the cia before his death he talked about the us�s aggression towards muslim countries and their solidarity with israel killing palestinians and then they killed him and invaded the middle east killed a bunch of people and kind of proved him right,0
1047,"thank you my dear friend narendramodi prime minister of india for sending chloroquine to israel

all the citizens of israel thank you  httpstcohdaskyzck4",0
1048,rt princessbravato why is israel getting 500 million in our covid bill,0
1049,well yes i do like the israeluae peace accord a stronger military secure borders lower taxes independence from arab oil record stock market highs more jobs law and order record black and hispanic unemployment achievements no more globalism my kind of monster,0
1050,realdonaldtrump potus israel said they would have a vaccine for corona virus within a week or two are we going to collaborate or wait 1 to 2 years before we can figure it out,0
1051,breaking rocket sirens sounding in multiple areas of gaza border in israel httpstcoqpivv63vbb,0
1052,israel has pressed forward on plans for more than 3000 west bank settlement homes making 2020 one of the most prolific years for illegal settlement building httpstcomup60acipp,0
1053,"ambnikkihaley on arab leaders working with president trump on building ties with israel and advancing middle east peace they trusted him because he kept his promise he did exactly what he said he was going to do and they followed through�

httpstcochh1upv0pu",0
1054,"thus says the lordthe redeemerthe holy one of israel
to the one despised abhorred by the nationsthe slave of rulers
when kings see you they shall stand upand princes shall bow down because of the lord who is faithfulthe holy one of israel who has chosen you

isaiah 497",0
1055,rt middleeastmnt exmossad chief says israel cannot stop tehran from attaining nuclear weapons httpstcoqme8ox9ntr,0
1056,"stop annexation on palestine 

shame on israel and trump for endorsing such calamity the international community must intervene now or never

love and support from malaysian youth 

what is annexation read below httpstco5flsmjp0yj",1
1057,timrunshismouth these are cowards fake sick and twisted cowards trump is about god and america and israel but just to stay on topic noone doesnt rember him getting off his plane when it was freezing out and the young military man hat flew off and trump ran after it and put it back on his head  httpstcozyono1uun9,0
1058,"my latest article who matters  focusing on the covid19 pandemic as it impacts israelpalestine provides us with a unique case study of the realities of health care and public health in a racialized and unequal society 

httpstcojrjysskbik httpstcovz23otpabh",1
1059,israel is a steadfast friend amp their cutting edge technology will benefit us amp help us detect covid19 much fasterthe other medical breakthroughs amp innovations can work wonders� says jagdish shetty hon secretary of indoisrael friendship association httpstcoey76jbhwtb,0
1060,"israel uses arms and tech to imprison 2 million palestinians in gaza devastating healthcare covid19 adds to the crisis

for palestinians and people worldwide we seek a world where solidarity care amp justice come before weapons amp profits healthcarenotwarfare stopelbit bds httpstcotnihpdptqs",0
1061,killakam1947 cuz they both nigerian he might go up once israel goes up too,0
1062,pls hard block me if you�re pro israel or refuse to have an opinion on this bc u �dont wanna take sides� and also fuck off,0
1063,sunniarab2019 sunni have to coordinate with super powers like us and regional powers like israel this is for their long term interest,0
1064,happy independence day america the state of israel sends our heartfelt appreciation to realdonaldtrump and the people of the us as you celebrate the shared values of life liberty and the pursuit of happiness thanks for being such a close friend and ally ,0
1065,maddoxelder yehosor and mount zion is actually israel,0
1066,"what maxine peake said about israel training murderous american police is true what a pity she couldnt find the courage to stand by her own words against the pro israel bullies destroying labour as a credible opposition to an extremist government 

httpstco3gpixe3f6a",1
1067,"rt scotlandnt your scotland team taking on israel this evening

lets do this

scoisr httpstcopclaoigqip",0
1068,chiefacid ihateyoumfers icedteafatboy fbgwayne the us insists on keeping israel there as home for jews and since a lot of countries like to follow the us� lead,0
1069," broadcast links 

big game

 without ads

 israel adesanya   yoel romero

1 httpstcoedjppp84m2

2 httpstcoedjppp84m2

ufc 248 live stream

3 httpstcoedjppp84m2

4 httpstcoedjppp84m2

ufc248 ufc

ret retweet  like httpstcogq7et5hqq7",0
1070,israel is now reporting that the trump administration reached out to them back in november to warn them about impending pandemic httpstcozdrv4uw0xx,0
1071,my bro is missing his name is israel oghagha ukpedorhe just graduated from the university of benin from the department of social workhe has been missing since sunday evening on his way to his house at sapele roadpls if found or seen anywhere please call 08134245661 httpstcorxfeaopsjl,0
1072,massive blow to israel benjamin netanyahu to resign soon  httpstco2xfg8newmz,0
1073,"israeli air force fighters over auschwitz

because of israel the jewish people can defend themselves now 
we remember what happened 

we remember how 
we remember where
we remember to whom

when we say neveragain  we mean it

hmd2020 holocaustmemorialday httpstcog5idljxuqi",0
1074,spitelesbian israel,0
1075,rt syednabilll retweet if you agree that israel isnt a country,1
1076,beth israel lahey health has taken various safety precautions to keep patients with symptoms or a diagnosis of covid19 separate from others at all of our facilities read about our safe separation of care httpstcoibwgudkobm bilhsafecare httpstcozgd5ir89xu,0
1077,"reverendwarnock fully embraces disgusting antiamerican antisemitic and antiisrael rhetoric 

celebrates jeremiah wright

praises louis farrakhan

calls israel an �apartheid state� 

httpstcoqoz9hpcp79",0
1078,"2 weeks ago israel opened its schools fully  in the past 2 days a superspreader event has occurred in a jerusalem high school w 103 new cases
httpstcolzy84ogjdp
this appears to be the largest school venue superspreader event to date httpstcocxgtyy2xgt via gmknght",0
1079,the same guy who wants you to believe its antisemitic to call him part of the israel lobby goes to speak at  aipac the israel lobbys biggest us event,0
1080,kuwaiti tv host fajer alsaeed palestinian rejection of uae peace agreement with israel is a historic mistake httpstcozbbzzcepxu,0
1081,israel philharmonic streaming hans zimmer prehanukkah event httpstcoj2it33ecpp via timesofisrael httpstcosxmbbyxftp,0
1082,commonman we indians support israel,0
1083,rt barstoolreags this video of amare finding out about kobe while playing in israel is goddamn heart wrenching  httpstcowyk6tpryqg,0
1084,rt thehussein1001 the pakistani passport continues to be the biggest troll to israel httpstcoakc0jx4bt0,0
1085,when are we going to discuss the fact that africans are the real hebrews first in israel the real jews,1
1086,"we go live to the city kickboxing dressing room and its absolute madness in there right now 

israel adesanya leads the celebrations  ufc253 httpstcodw6s0t7vew",0
1087,"israel�s bank leumi and dubai�s dp world agree to partner in boosting trade between israel and the rest of the middle east

httpstcoc4nxu6vuya",0
1088,israel illegally recruits canadian citizens to its army httpstcof2xuzegw4e,0
1089,don�t mess with israel   israel behind cyberattack that crippled irans largest shipping port officials say httpstcoqwmiv0ldmg,0
1090,rt alexshea this tweet literally does not make sense you cant end israeli occupation and retain a state of israel,1
1091,israel detains palestinian journalists to prevent them from doing their work and covering the crime of iof against palestinian people palestinianjournalist israelsuppressestruth,1
1092,thehindu israel makes sea water drinkable while indian experts think this is not possible when you are made an expert out of reservation this sort of nonsense is normal thing,0
1093,the republican jewish coalitions matt brooks says in a statement that harris � who has a strong proisrael record and is married to a jew � does not stand with israel and the jewish community,0
1094,rt mouhab flashback ny times lied that hamas had been firing rockets at israel httpstco4vhwmhzqyv,1
1095,filmmaker who wouldnt sign georgias israel oath sues state fuckaipac  httpstcoxqv2ylc1c0,0
1096,president realdonaldtrump our two great friends israel and the kingdom of morocco have agreed to full diplomatic relations � a massive breakthrough for peace in the middle east httpstco75lrbx3siv httpstco0ofoacarxg,0
1097,"demmaj4israel no theslogan doesnt meanto eliminate israel stop spreading propaganda

what is immoral and reprehensible isthe way the israeligovernment under netanyahu istreating their palestinian people

from the river to the sea palestine will be free

freepalestine httpstcosh8zydabzq",1
1098,"naushadali9797 we the people of india always support israel 
thoko salo ko",0
1099,"palestinian citizens protest against the killing of mustafa younis 26 who was shot dead last wednesday by israeli security guards outside tel hashomer hospital ramat gan
18 may 2020

photos by oren ziv httpstcov4z9i5q7nk",0
1100,this could be the hospital room of the future doctors in israel are testing out new technology for remote checkups httpstco6jyrvysdlb,0
1101,ggreenwald the us is responsible for israel and it will never change,0
1102,it keeps getting worse as the 2020 dems get more amp more antiisrael will any of them stand up and condemn comments like these directly or are they too scared of the angry antisemitic left,0
1103,"10 who was the king of israel when david slew goliath
a saul
b jonathan
c cyrus
d darius",0
1104,rt bhitbpodcast they say it does not matter if you are israel httpstcoyzoehc6uz5,1
1105,rt itranslate123 casual nazism from israel,1
1106,jgutoff benjaminsales kampeas jstreetdotorg though the polls show that its a remarkably low number for whom israel is a highest priority issue covid19 healthcare economy etc all rank far higher,0
1107,hebrews 81012 kjv�for this is the covenant that i will make with the house of israel after�  httpstcoblhyafho8g via biblegateway,0
1108,"this middle east peace deal is truly historic

axios �major breakthrough between israel and a major arab power

vox �a big win for realdonaldtrump�

msnbc �an important day�

nytimes �major diplomatic agreement�

trump has proven the naysayers wrong",0
1109,this is why we bds when our own government continues to fund israelicrimesagainsthumanity a support of violence bds is the nonviolent tool we know worksif it didnt israel wouldnt care that we bds httpstcoghkbjo5ght,0
1110,"rt hickoryhill8520 a light for revelation for the gentiles and the glory of your people israel�
luke 232  httpstco8mcsok0zbf",0
1111,"this is a misleading article as it ignores palestinians

icymi there are 45m palestinians entirely under israeli rule who israel has a responsibility to vaccinate according to israeli human rights organisation gisha but has consciously chosen not to

httpstcon3zlxig1x9",0
1112,"come and join the ang dating daan live bible exposition for our audiences in europe israel africa middle east and north america
 
happening at 1200 am philippine time 11 am est

topbiblicalanswers

httpstcowrglwv3hbh",0
1113,"severeweather

 redalert
rain in portugal

 orangealert
avalanches slovenia
flood france sweden
fog israel
rain bulgaria portugal
thunderstorms greece
wind poland spain

smem httpstcoz5pkgnbqlc",0
1114,"webdevmason in cuomos america this nurse in israel that grabbed a pizza boy to vaccinate when a vaccine was about to expire would be fined a million dollars

httpstcoons7jghxui",0
1115,drewbarrymore plutotv drewbarrymoretv then the peer pressure forms exclusivity against galilean trade route for thousands of years many nations judaeo we are all for gods impartial freedom jesus is not exclusive to judah part of israel god chose that area so galilean judaeo christianity is of all nations,0
1116,rt nolore even our settler state isnt doing this fuck israel,0
1117,"seanmoncrieff povla barbarascully declanbuckley tierneysimon seanmoncrieff   all the people scream for bds  and then give out the israel isnt helping they would help if asked when the world was getting its boots on israel was already in haiti with a fully functioning field hospital
httpstcoxac04lmpzq",0
1118,nalexander should not come as a surprise to anyone that has been following this congress for last 50 years wars more wars and only wars is what they will never fail to materialize in votes for this evil perpetrated by this us zionist govt that is totally a stoogepuppettool of israel,1
1119,"rt sruhle 
kushner family to sell 100m bonds in israel  wsj httpstcong378yxefe",0
1120,rt josiensor  israel is not providing vaccines to palestinians in the israelioccupied west bank or the gaza strip ,0
1121,ephesians 212 that at that time you were without christ being aliens from the commonwealth of israel and strangers from the covenants of promise having no hope and without god in the world,0
1122,"if israel could declare herself as nation state of the jews why cant bharat declare herself as nation state of sanatanishindus 

pm narendramodi 
hm amitshah 
lm rsprasad",0
1123,how u vegan but proisrael,0
1124,rt norbertelekes world israel becomes first country to vaccinate 10 of population for covid19,0
1125,"b52malmet i thought he went to israel to set up his stock market business ror something along those lines
he knows whats coming for him legallyso i doubt well see him back on us soil",0
1126,in rio evangelical drug dealers are making deals with paramilitaries  and together they are controlling what is called by criminals the �complexo de israel� the practice of afrobrazilian religions has been banned in their territories now they want to expand �their domains� httpstcoutoxwbp1of,0
1127,the current situation between israel and palestine is not stable and the united states has an important role to play to improve things for both sides httpstcop4va471xsf,0
1128,rt aiww palestinians excluded from israeli covid vaccine rollout as jabs go to settlers  israel  the guardian httpstcoha5dq0ceas,0
1129,neytsjohan as 2021 dawns israel becomes first country to vaccinate 10 of population  the times of israel httpstcokv0dnaxd3i,0
1130,"before you attack know the facts palestinians have not approached israel for help in obtaining covid19 vaccines and are planning to purchase them on their own w help of the international community palestinian and israeli officials said on sunday
httpstco5sexs51oku",0
1131,israel arrests sheikh bakirat from his home in sur baher in jerusalem just a matter of hours after releasing him and his son malik stopisrael httpstcotuidc77ijh,0
1132,modern day america is no different than the apostate israel in the old testament when god sent them into slavery,0
1133,there is no other explanation for that except the continued realization of irans intention to manufacture nuclear weapons i reiterate israel will not allow iran to manufacture nuclear weapons,0
1134,"lord please continue to use thy servant president trump to protect the unborn continue to use him to bless israel
use him to lead america righteously for the next 4yrs
grant president trump a red sea deliverance
may the whole world stand in awe
in jesus name amen",0
1135,neontaster jzarif realdonaldtrump chances are these stuff happens more in us and israel in fact chances are you wouldnt even be here if your mom wasnt an alcoholic just saying,0
1136,"the cruel and inhumane realities of an apartheid state 

palestinians excluded from israeli covid vaccine rollout as jabs go to settlers  israel  the guardian httpstco2g3js9sonx",1
1137,netanyahu first israel must eliminate its own nuclear weapons and allow international inspectors to document their absence iran has the right to create a weapon of deterrence when israel is armed with the most modern american weapons and occupies foreign territories,1
1138,"caslernoel realdonaldtrump the alt right plans on banishing jews of america to israel when in their sick delusional minds they assume power behind an aspiring despot like trump or hawley
they interpret zionism as facilitating that objective
in reserve they fantasize about concentration camps",0
1139,israel has been repackaging pfizers large vaccine consignments on the fly to reach more less densely populated areas without any more wastage httpstcossa3gzxxai httpstcobyemacp8m9,0
1140,"how fast are different countries vaccinating their population against covid

israel 116
uk 15
us 09
germany 02
world 013

 data for more countries you find  in our covid vaccine dataset here
httpstco3imp7pqurn httpstcolc3keghh4q",0
1141,"yemen
every indication from incoming presbidensecyblinkens perception of us policy tbat new initiatives2end this senseless war of saudi arabia with britainthe european unionampisrael as participants
iran willlikelyneed to show diplomacy thetaliban lacked in afghanistan pe httpstco49ycqi2pkg",0
1142,report israel raises military state of alert on various fronts ahead of the anniversary of soleimani�s assassination,0
1143,"skynews israel has been stealing nuclear secrets and covertly making bombs since the 1950s and western governments including britain and the us turn a blind eye but how can we expect iran to curb its nuclear ambitions if the israelis wont come clean israel 
httpstcoybqy9entax",1
1144,"irgcqf owns iraqs security and intel apparatus

zarif threatens retaliation against us sunni regional allies and israel if us hits irgc and its proxies for tehran directed attacks in iraq

zarif will try to defect to the us before this is all over",0
1145,yoda this is going to happen a lot the doses expire pretty quickly at room temperature and need to be thrown out if not used in time so its better to find a random person to inject rather than throw them out here in israel they grabbed a pizza delivery guy off the street,0
1146,azerbaijan�has been home to jews for centuries while�israel and azerbaijan have enjoyed flourishing ties for decades preceding the past year�s rising tide of normalization between israel and other muslimmajority countries httpstco36ucspjndv via jnsorg,0
1147,"that house on smolenskin street happens to be the official residence of the prime minister of israel
httpstcozzj23mxrry",0
1148,then israeljacob said to his sonsi am now convinced that my son joseph is still alive and i will go down to egypt to see him before i die,0
1149,top story palestinians excluded from israeli covid vaccine rollout as jabs go to settlers  israel  the guardian httpstcovkativqep7 see more httpstcoekm6c1d3f0,0
1150,sarayasin adambarnett13 not sure why you�re rting this adambarnett13 as it�s crap israel isn�t responsible under the terms of the oslo accords httpstconlf3sihuoi,0
1151,"israel vaccinate medical workers and ppl aged 60 first but don�t waste leftover vaccines

cuomo throw those leftover vaccines away or pay a million dollar fine httpstcodyxxjflysy",0
1152,�these two vaccines alone are not enough� said dr dan barouch director of the center for virology and vaccine research at beth israel deaconess medical center in boston httpstcon0rkqtsi3i,0
1153,andraydomise israel violates almost every aspect of that agreement on the daily but wants to use it now as a pretext to justify this nonsense,0
1154,2021 predictions jared will be the first to flee he will settle in israel he has always secretly despised the trump clan and has a dossier wider than his hips on all of them realdonaldtrump,0
1155,"there is absolutely nothing to indicate that israel will fall short of its obligations once covid vaccines start arriving nothing not a hint

19",0
1156,israeli pm netanyahu  iran continues to enrich uranium and to promote its manufacturing capabilities proving it wants to continue its military nuclear program    israel will not let iran have nuclear weapons,0
1157,"holyforbizzle yap it�s deep and complicated
as i said being a zionist just means you believe jews deserve country whether in the �israelpalestine land� or in somewhere else",0
1158,xerocks81 420helljew im guilty of being completely ignorant of the game�s and the designers� connections and relation to israelpalestine before i was just like �well it�s clunky but i guess the point works if you break it down to it�s oversimplified stupid core� but now that i know not really,0
1159,jacobkornbluh why is israel so much better than everyone else at getting out the vaccine,0
1160,israel as cruel amp barbarous as it is arrests 2000 palestinians from their home city in jerusalem in 2020 including 360 children bds httpstcowkmvxlhsig,1
1161,"breaking iran parliament voted on mandate for destruction of state of israel

those in congresssenate who claim to b proisrael but want to reenter iran deal wno preconditions clearly do not understand irans regime

luckily they have no qualms proving timeamp again who they are",0
1162,yeoldeavishai 9iu77655567yy i�m jordanian and i have no problem with israel i have israeli friends and i have no hate towards anyone,0
1163,israel looks like that kid at walmart when their mom won�t let them go to the toy section httpstcovvscqcsieq,0
1164,"biggestrevelationof2021 
godmorningsaturday 
        a divine great man of india with humanitarian thoughts would make the roots of  spiritual revolution strong before the year 2000
         prophecy of professor harare of israel about sant rampal ji maharaj
saintrampaljim httpstcoq5ohiijrjv",0
1165,"accept israel or go to jail
me httpstcov52bhamacl",1
1166,"israel has now vaccinated more than a million people
more than 10 of the country�s population 

other countries take holidays and keep the vaccines waiting in the freezers while their populations are stuck in lockdowns and their people die by the thousands",0
1167,more muslims have been vaccinated by israel than any other country in the middle east  just wanted to share,0
1168,this does not include palestinians under occupation in the west bank and gaza which israel is obligated to vaccinate under international law,0
1169,"the twelfth night  jewish amp israel news httpstcolpbtvbrrmn 
photo credit global diaspora news wwwglobald httpstcoruycqny40s",0
1170,"�this farce should end the us government should uphold its laws and cut off funding to israel because of its acquisition and proliferation of nuclear weapons� says freedom fighter archbishop desmond tutu

the world must face up to apartheid israel
httpstcorkihymw26j",1
1171,"robinblue19 they dont really love israel
they love the idea of the apocalypse which is prophesied to start in the middle east 
and netanyahu is just the guy to make it happen

spoiler jews who dont convert dont do so well",0
1172,hear o my people and i will testify unto thee o israel if thou wilt hearken unto me psalms 818 poetry bible god,0
1173,gmofreeginger noahpinion that is a blatantly racist and antisemitic comment it also flashes your ignorance of history the oslo accords and the current government issues in israel go learn something instead of slandering jews,0
1174,most christians still dont get it that if israel wasnt scattered to the four corners of the earth theyd be nothing like a rapture,0
1175,"israel has now vaccinated more than a million people
more than 10 of the country�s population 

other countries take holidays and keep the vaccines waiting in the freezers while their populations are stuck in lockdowns and their people die by the thousands",0
1176,rt floriankrammer israel has by now managed to vaccinate more than 10 of its population congratulations httpstcoqghtejhk2b,0
1177,dancana3 captainre1 reuters truth is judea belongs to the jews of israel,0
1178,"biggestrevelationof2021 
divine great man of india
prophecy of professor harare of israel about saint rampal ji maharaj after 1998a powerful religious organization would come to light in india httpstcozzzt97obkq",0
1179,rt bloodyelbow �champ2x� israel adesanya reacts to jan blachowicz fight booking by mckeever89 httpstconmg84sgw0y,0
1180,rt beaumontbee in one week israel has vaccinated 1 million people uk matthancock,0
1181,rt lisadaftari immediate iran parliament votes on official mandate to destroy israel httpstco0kzk0w0m4s,0
1182,ltgins rockymountviews jadedcreative the palestinian people want freedom there are essentially no circumstances under which israel will grant it  so the slow motion ethnic cleansing continues,1
1183,"the gaza blockade is actually a security fence which blocks suicide bombers entering into israel from gaza 
the security fence does create some inconvenience to palestinians but it also saves thousands of lives pakistan has also built fence by afghan border to stop terrorism httpstconzzfydp3yu",0
1184,these motherfuckers shot my cousin over a fucking generator fuck anyone who tries to portray the occupying forces of israel as anything but cowardly thugs,1
1185,as 2021 dawns israel becomes first country to vaccinate 10 of population  the times of israel httpstcoa4n7zle7ko,0
1186,covid19 impact on israel httpstcoqtfbxbwf98,0
1187,the nhs started vaccinating people twelve days before israel but has only vaccinated a fifth of the over80s envyoftheworld httpstcolrnuermfaq,0
1188,"my friends tonight told me virtually all their family and friends in israel are already vaccinated and life is returning to normal 

apparently you can line up for a surplus shot and many people are getting them that way 

wow",0
1189,"come and join the ang dating daan live bible exposition for our audiences in europe israel africa middle east and north america topbiblicalanswers 
httpstcotsxbks5xh3 httpstcoosunv0yymt",0
1190,blackwomanstan sikhululekile soleilfleur veganhure fuzzbox15 cdxliv444 vladyhh they can call themselves the french german israel latin turkish russians canadians australian asian and the damn simpsons etc but at the end of the day they�re all romans from the mountains of caucasus,0
1191,"here is a prime example from today to israel organized chaos end of the day in a vaccine center a few doses left and will expire nurses go out spot a pizza delivery guy call him pizza guy wanna vaccine jab and another person has spike mrna

httpstcocbkpqpz46w",0
1192,remember the nurse in israel that grabbed a pizza delivery guy and vaccinated him before the vaccine expired illegal and dangerous in new york httpstcovouf9rdsc7,0
1193,"breaking israel officially announces the approval of 8300 illegal settler units in east jerusalem

this was supposed to be a redline for the intl community making a twostate solution even more impossible but ofc they dont actually even want that

freepalestine",0
1194,"eh

trump moves b52s submarines nimitz to the persian gulf israel kills iranian scientist inside iran but sure i guess there is a slight possibility that iran is planning to start a war with the us just weeks before a diplomacyoriented president moves into the white house",0
1195,rt sethamandel israel in one tweet,0
1196,israel to explore improving relations with turkey  ahval  httpstcohpeepjph6v,0
1197,"how did israel become the worlds vaccination leader now gt13 of its population
httpstcojzfp1os4kz by ikershner 
�an exemplar of a digitized health system with reputation for effiency and gathering reliable data
�centralized government adept at orchestrating a campaign httpstcoe8tqtzkk5e",0
1198,two elderly men died right after the covid shots 1 in sweden and 1 in israel and all the msm can say is well they were old and sick anyway unbelievable,0
1199,"nigeria�s ufc middleweight champion israel adesanya will get about the biggest test of his career on march 6 when he moves up to the 205pound division to face light heavyweight title holder jan blachowicz

will the world mma awards 2020 fighter of the year able to overcome jan httpstcoumsz5fgcvb",0
1200,assalrad rulajebreal stop denigrating the behavior of black americans amp their allies of all races which correctlyn merely wanted equal rights as citizens to pal movement whose raison detre as a movement has been since before modern israel was reborn genocide andor ethnic cleansing of jews,0
1201,slayjimmy blachowicz naa serious mad man oh israel go hear am oh but i hope he wins oh,0
1202,rt avitalrachel drivein vaccination is being offered in israel httpstcoucyqouefer,0
1203," steinitzyuval energy minister yuval steinitz iran is under economic and security pressure and thats good but it is targeting israel looking for excuses to harm israel and we must keep our hands on the pulse
12",0
1204,"let�s zoom in on what�s happened in israel in only 2 months since an article in the wall street journal quoted epidemiologists saying that widespread mask usage was the reason the curve came down in israel

yup looks right httpstcoovseiuawcb",0
1205,"israel amp palestinians amp covid vaccine
no palestinian official has yet asked israel to supply it w vaccines
pa has approached covax who initiative for supply
israel set to run out of vaccines in 10 days
unclear if pagaza have logistical infrastructure to handle pfizer vax",0
1206,hi israel is doing a lot of very messed up things but just because you disagree with the actions of a government doesn�t mean you can pretend that there is genocide apartheid etc going on when there is not words mean things,0
1207,israel has vaccinated about as many people in the last two weeks as the uk has in the last four weeks uk currently vaccinating around 250000 a week israel did 150000 in one day on thursday shows it can be done,0
1208,im a jew ive experienced real antisemitism ihra doesnt combat antisemitism it suppresses criticism of israel which is totally legitimate,0
1209,meet sulieman qatash 17 from ramallah he is the youngest administrative detainee in the israeli prisons israel has recently extended the detention of sulieman to 4 more months knowing that he was detained in december 2019 ampthis is the 4th time his detention gets extended httpstcowbsdpnz7hf,1
1210,"the first and greatest extraordinary work of the axis of resistance in the region was appeared in the 33day war that was under martyrs soleimani and mughniyehs command and ended with the defeat of israel and the victory of hezbollah
",1
1211,"israel vaccinate medical workers and ppl aged 60 first but don�t waste leftover vaccines

cuomo throw those leftover vaccines away or pay a million dollar fine httpstcodyxxjflysy",0
1212,jimmy melts johnny fairly spectacularly the thought he might fight israel is so strange to me,0
1213,ryannapa mikkelsonsmads britishdeanv20 right wingers dont boycott papers because they actually believe the bullshit inside them like you israel is an apartheid state so people should be supporting palestinethere is no evidence of the left hating jews outside the daily mailyoure just repeating dail mail headlines,1
1214,"webdevmason in cuomos america this nurse in israel that grabbed a pizza boy to vaccinate when a vaccine was about to expire would be fined a million dollars

httpstcoons7jghxui",0
1215,"israel has now vaccinated more than a million people
more than 10 of the country�s population 

other countries take holidays and keep the vaccines waiting in the freezers while their populations are stuck in lockdowns and their people die by the thousands",0
1216,"israel�transports batches of the pfizerbiontech vaccine deep inside the west bank but they are only distributed to jewish settlers any story on israels vaccine roll out that skips its racist application in occupied territory is woefully incomplete
httpstco3jh3j2moiv",1
1217,"antiisrael voices in the media have fabricated a story on the lack of covid19 vaccines given to the pa which is not only false and misleading but entirely hypocritical

opinion by sfrantzman  vaccinations 

httpstcovcm3uq9s4h",0
1218,rt gatsbyboii call me jewish cuz my drip israel,0
1219,palestinian pm compares jesus to suicide bombers  united with israel httpstcosnhv6hx2wp,0
1220,"israel has announced it will confiscate a further 700 dunums of palestinian land in northern jerusalem

in 2020 400 jerusalmites were made homeless due to israeli home demolitions thousands of illegal settler units also announced

where is the intl community
freepalestine",0
1221,swilkinsonbc no country knows how to oppress people as much as israel does,0
1222,while ilhanmn jamaalbowmanny coribush and rashidatlaib elections prove the dem party is changing on israel warnock�s race shows that dems still lack a coherent vision that refutes republican weaponizing of israeljews httpstcofbjx5wvbpy,0
1223,"12
the politicians who are creating ruckus in the public they can flew to america israel and can get vaccinated by moderna amp pfizer but can we
iftikharfariha vijaita rahulkanwal shashitharoor",0
1224,"appolitics dear and respected president everyone loves you congratulations from israel we are with you until victory
httpstcogc0pt39dhm
httpstcoen0wdzrlnz",0
1225,israel leads world in coronavirus vaccinations over 1 million receive doses httpstconpie0t6rjj httpstco1posbltymg,0
1226,"dear friends on twitter 
the guardian came with an article about israel vaccine system which is not true
i replied to some of the replies there
in a quick response from twittersupport my account got limited 
can someone tell what rule i broke
gnasherjew  httpstcoagpvcsewu8",0
1227,rt scottgottliebmd israel has vaccinated 11 of its population including 41 of people over the age of 60 httpstcosolczndavu,0
1228,8 epic things you have to do when celebrating purim in�israel httpstco5eqx6rfmj4,0
